band,original_band,other_bands,event_type,event_date,event_day,event_month,event_year,iso_country,iso_subdivision,lat_dd,lon_dd,coordinates_precision_code,band_type_code,species_name,species_id,bird_status,extra_info_code,age_code,sex_code,permit,band_status_code,how_obtained_code,who_obtained_code,reporting_method,present_condition,min_age_at_enc,record_source,record_id,species_scientific_name
B77835448164,B77835448164,"",B,08/25/2017,25,08,2017,US,US-WI,44.50000,-87.50000,60,41,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,-16392223,Anas platyrhynchos
B77835448164,B77835448164,"",E,10/29/2017,29,10,2017,US,US-WI,44.04033,-88.94242,0,41,Drake Mallard,1320,"","","","","","",01,21,07,04,0.33,E,-9856737,Anas platyrhynchos
B77835448408,B77835448408,"",B,08/23/2017,23,08,2017,US,US-WI,44.50000,-87.50000,60,41,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,-16394235,Anas platyrhynchos
B77835448408,B77835448408,"",E,10/01/2017,01,10,2017,US,US-WI,44.97861,-87.20606,11,41,Drake mallard,1320,"","","","","","",01,21,07,04,0.33,E,-9871890,Anas platyrhynchos
B77835448968,B77835448968,"",B,08/29/2017,29,08,2017,US,US-WI,44.50000,-87.50000,60,41,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,-16390202,Anas platyrhynchos
B77835448968,B77835448968,"",E,11/25/2017,25,11,2017,US,US-WI,44.16836,-87.56925,11,41,Mallard,1320,"","","","","","",01,21,07,03,0.42,E,-12173742,Anas platyrhynchos
B77835449755,B77835449755,"",B,09/07/2017,07,09,2017,US,US-WI,44.50000,-87.50000,60,41,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,-16396234,Anas platyrhynchos
B77835449755,B77835449755,"",E,99/99/2017,99,99,2017,US,US-WI,43.87186,-89.05256,11,41,Mallard,1320,"","","","","","",01,21,07,03,-0.42,E,-9872075,Anas platyrhynchos
B77835461207,B77835461207,"",B,08/15/2017,15,08,2017,US,US-WI,45.50000,-92.50000,60,41,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,-16268975,Anas platyrhynchos
B77835461207,B77835461207,"",E,08/18/2017,18,08,2017,US,US-WI,45.75000,-92.75000,10,41,Mallard,1320,3,00,0,0,P9972302,"",66,23,14,07,0.17,R,-32189574,Anas platyrhynchos
B77835465045,B77835465045,"",B,08/04/2017,04,08,2017,US,US-WI,45.50000,-92.50000,60,41,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,-16274179,Anas platyrhynchos
B77835465045,B77835465045,"",E,08/10/2017,10,08,2017,US,US-WI,45.75000,-92.75000,10,41,Mallard,1320,3,00,0,0,P9972302,"",66,23,14,07,0.17,R,-32289476,Anas platyrhynchos
B77835465283,B77835465283,"",B,08/04/2017,04,08,2017,US,US-WI,45.50000,-92.50000,60,41,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,-16274193,Anas platyrhynchos
B77835465283,B77835465283,"",E,08/10/2017,10,08,2017,US,US-WI,45.75000,-92.75000,10,41,Mallard,1320,3,00,0,0,P9972302,"",66,23,14,07,0.17,R,-32056481,Anas platyrhynchos
B77835465365,B77835465365,"",B,08/01/2017,01,08,2017,US,US-WI,45.50000,-92.50000,60,41,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,-16274201,Anas platyrhynchos
B77835465365,B77835465365,"",E,08/04/2017,04,08,2017,US,US-WI,45.75000,-92.75000,10,41,Mallard,1320,3,00,0,0,P9972302,"",66,23,14,07,0.17,R,-32288091,Anas platyrhynchos
B77835465365,B77835465365,"",E,08/08/2017,08,08,2017,US,US-WI,45.75000,-92.75000,10,41,Mallard,1320,3,00,0,0,P9972302,"",66,23,14,07,0.17,R,-32288001,Anas platyrhynchos
B77835465444,B77835465444,"",B,08/01/2017,01,08,2017,US,US-WI,45.50000,-92.50000,60,41,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,-16276024,Anas platyrhynchos
B77835465444,B77835465444,"",E,08/10/2017,10,08,2017,US,US-WI,45.75000,-92.75000,10,41,Mallard,1320,3,00,0,0,P9972302,"",66,23,14,07,0.17,R,-32289469,Anas platyrhynchos
B77835465843,B77835465843,"",B,08/04/2017,04,08,2017,US,US-WI,45.50000,-92.50000,60,41,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,-16272324,Anas platyrhynchos
B77835465843,B77835465843,"",E,10/08/2017,08,10,2017,US,US-WI,44.78846,-90.25368,11,41,Mallard,1320,"","","","","","",01,21,07,05,0.33,E,-9869765,Anas platyrhynchos
B77835476294,B77835476294,"",B,09/03/2015,03,09,2015,US,US-MI,43.50000,-83.50000,60,41,Mallard,1320,3,00,2,4,P4924474,0,"","","","",,B,-46347123,Anas platyrhynchos
B77835476294,B77835476294,"",E,11/24/2021,24,11,2021,US,US-WI,44.41182,-88.05199,0,41,MALLARD,1320,"","","","","","",01,21,07,05,6.42,E,757313,Anas platyrhynchos
B77835476644,B77835476644,"",B,08/04/2016,04,08,2016,US,US-MI,43.50000,-83.50000,60,41,Mallard,1320,3,00,1,5,P4924474,0,"","","","",,B,-17174415,Anas platyrhynchos
B77835476644,B77835476644,"",E,10/16/2016,16,10,2016,US,US-WI,44.11758,-87.65758,11,41,MALLARD,1320,"","","","","","",01,21,61,05,1.33,E,-9932203,Anas platyrhynchos
B77835480403,B77835480403,"",B,08/24/2016,24,08,2016,US,US-MI,44.50000,-84.50000,60,41,Mallard,1320,3,00,2,5,P4924474,0,"","","","",,B,-17191358,Anas platyrhynchos
B77835480403,B77835480403,"",E,11/05/2016,05,11,2016,US,US-WI,44.54228,-88.90399,11,41,MALLARD,1320,"","","","","","",01,21,61,05,0.42,E,-9885838,Anas platyrhynchos
B77835484008,B77835484008,"",B,08/07/2015,07,08,2015,US,US-MI,42.50000,-83.50000,60,41,Mallard,1320,3,00,1,4,P4924474,0,"","","","",,B,-52108343,Anas platyrhynchos
B77835484008,B77835484008,"",E,09/30/2018,30,09,2018,US,US-WI,43.47107,-88.80813,11,41,Drake mallard,1320,"","","","","","",01,21,07,05,4.25,E,-8523439,Anas platyrhynchos
B77835484883,B77835484883,"",B,08/24/2015,24,08,2015,US,US-MI,42.50000,-83.50000,60,41,Mallard,1320,3,14,1,4,P4924474,0,"","","","",,B,-52228284,Anas platyrhynchos
B77835484883,B77835484883,"",E,11/17/2017,17,11,2017,US,US-WI,43.45777,-88.83733,11,41,Mallard,1320,"","","","","","",01,21,07,05,3.42,E,-10967181,Anas platyrhynchos
B77835502087,B77835502087,"",B,08/26/2017,26,08,2017,CA,CA-ON,48.50000,-89.50000,60,41,Mallard,1320,3,00,4,4,P5835168,0,"","","","",,B,-16132648,Anas platyrhynchos
B77835502087,B77835502087,"",E,10/07/2018,07,10,2018,US,US-WI,43.16644,-88.56532,0,41,Mallard,1320,"","","","","","",01,21,07,04,1.33,E,-10938607,Anas platyrhynchos
B77835527847,B77835527847,"",B,11/17/2018,17,11,2018,CA,CA-ON,48.50000,-89.50000,60,41,Mallard,1320,3,00,2,4,P5835168,0,"","","","",,B,-14832773,Anas platyrhynchos
B77835527847,B77835527847,"",E,10/16/2019,16,10,2019,US,US-WI,44.23684,-89.87941,0,41,Mallard,1320,"","","","","","",01,21,07,05,1.33,E,495459,Anas platyrhynchos
B77835621367,B77835621367,"",B,02/03/2015,03,02,2015,US,US-PA,41.50000,-80.50000,60,41,Mallard,1320,3,00,6,4,P9985898,0,"","","","",,B,-46509421,Anas platyrhynchos
B77835621367,B77835621367,"",E,12/05/2015,05,12,2015,US,US-WI,42.59995,-88.20015,11,41,Mallard,1320,"","","","","","",01,21,07,05,2.50,E,-9980304,Anas platyrhynchos
B77835623607,B77835623607,"",B,01/31/2015,31,01,2015,US,US-PA,41.50000,-80.50000,60,41,Mallard,1320,3,00,6,4,P9985898,0,"","","","",,B,-52479870,Anas platyrhynchos
B77835623607,B77835623607,"",E,11/05/2017,05,11,2017,US,US-WI,44.12290,-87.78117,0,41,Mallard,1320,"","","","","","",01,21,07,04,4.42,E,-9859344,Anas platyrhynchos
B77835673206,B77835673206,"",B,09/06/2017,06,09,2017,US,US-MN,48.50000,-96.50000,60,41,Mallard,1320,3,00,1,5,P7976066,0,"","","","",,B,-15598169,Anas platyrhynchos
B77835673206,B77835673206,"",E,10/04/2018,04,10,2018,US,US-WI,43.68039,-91.26153,0,41,Mallard,1320,"","","","","","",01,21,07,04,2.33,E,-10938671,Anas platyrhynchos
B77835675096,B77835675096,"",B,09/15/2015,15,09,2015,US,US-MN,48.50000,-96.50000,60,41,Mallard,1320,3,18,2,4,P7976066,0,"","","","",,B,-52159230,Anas platyrhynchos
B77835675096,B77835675096,"",E,11/17/2015,17,11,2015,US,US-WI,43.36178,-91.17617,0,41,Mallard,1320,"","","","","","",01,21,07,05,0.42,E,-9989849,Anas platyrhynchos
B77835726728,B77835726728,"",B,08/30/2016,30,08,2016,US,US-MN,48.50000,-96.50000,60,41,Mallard,1320,3,00,1,5,P7976066,0,"","","","",,B,-17178237,Anas platyrhynchos
B77835726728,B77835726728,"",E,10/17/2018,17,10,2018,US,US-WI,44.71582,-87.98682,0,41,Mallard,1320,"","","","","","",01,21,07,05,3.33,E,-10933991,Anas platyrhynchos
B77835727807,B77835727807,"",B,08/30/2016,30,08,2016,US,US-MN,48.50000,-96.50000,60,41,Mallard,1320,3,00,2,5,P7976066,0,"","","","",,B,-17183930,Anas platyrhynchos
B77835727807,B77835727807,"",E,11/24/2016,24,11,2016,US,US-WI,43.52049,-88.73698,0,41,Mallard,1320,"","","","","","",01,21,07,03,0.42,E,-9911158,Anas platyrhynchos
B77835728927,B77835728927,"",B,09/06/2017,06,09,2017,US,US-MN,48.50000,-96.50000,60,41,Mallard,1320,3,00,1,4,P7976066,0,"","","","",,B,-15602056,Anas platyrhynchos
B77835728927,B77835728927,"",E,11/12/2017,12,11,2017,US,US-WI,45.14658,-92.74913,11,41,Mallard,1320,"","","","","","",01,21,07,05,1.42,E,-12175234,Anas platyrhynchos
B77835729447,B77835729447,"",B,08/25/2016,25,08,2016,US,US-MN,48.50000,-95.50000,60,41,Mallard,1320,3,00,1,4,P7976066,0,"","","","",,B,-17164974,Anas platyrhynchos
B77835729447,B77835729447,"",E,10/28/2020,28,10,2020,US,US-WI,44.38931,-89.88291,0,41,Drake mallard,1320,"","","","","","",01,21,07,05,5.33,E,599498,Anas platyrhynchos
B77835750167,B77835750167,"",B,08/26/2015,26,08,2015,US,US-WI,43.50000,-88.50000,60,41,Mallard,1320,3,14,2,5,P8988788,0,"","","","",,B,-46365645,Anas platyrhynchos
B77835750167,B77835750167,"",E,08/28/2015,28,08,2015,US,US-WI,43.57444,-88.62722,0,41,Mallard,1320,3,00,2,5,P8988788,"",66,23,14,07,0.17,R,-32188829,Anas platyrhynchos
B77835750447,B77835750447,"",B,08/24/2015,24,08,2015,US,US-WI,43.50000,-88.50000,60,41,Mallard,1320,3,00,2,5,P8988788,0,"","","","",,B,-46371263,Anas platyrhynchos
B77835750447,B77835750447,"",E,08/28/2015,28,08,2015,US,US-WI,43.57444,-88.62722,0,41,Mallard,1320,3,00,2,5,P8988788,"",66,23,14,07,0.17,R,-32188833,Anas platyrhynchos
B77835750603,B77835750603,"",B,08/22/2016,22,08,2016,US,US-WI,43.50000,-88.50000,60,41,Mallard,1320,3,00,2,5,P8988788,0,"","","","",,B,-17645250,Anas platyrhynchos
B77835750603,B77835750603,"",E,10/15/2016,15,10,2016,US,US-WI,43.43089,-88.65933,11,41,Mallard,1320,"","","","","","",01,21,07,05,0.33,E,-9930599,Anas platyrhynchos
B77835750727,B77835750727,"",B,08/22/2016,22,08,2016,US,US-WI,43.50000,-88.50000,60,41,Mallard,1320,3,00,2,5,P8988788,0,"","","","",,B,-17647233,Anas platyrhynchos
B77835750727,B77835750727,"",E,10/21/2016,21,10,2016,US,US-WI,43.19472,-89.02598,11,41,MALLARD,1320,"","","","","","",01,21,61,05,0.33,E,-9910551,Anas platyrhynchos
B77835750767,B77835750767,"",B,08/22/2016,22,08,2016,US,US-WI,43.50000,-88.50000,60,41,Mallard,1320,3,00,2,5,P8988788,0,"","","","",,B,-17647227,Anas platyrhynchos
B77835750767,B77835750767,"",E,08/29/2016,29,08,2016,US,US-WI,43.57444,-88.62722,0,41,Mallard,1320,3,00,0,5,P8988788,"",66,23,14,07,0.17,R,-32190367,Anas platyrhynchos
B77835751125,B77835751125,"",B,08/20/2015,20,08,2015,US,US-WI,43.50000,-88.50000,60,41,Mallard,1320,3,00,1,5,P8988788,0,"","","","",,B,-52139017,Anas platyrhynchos
B77835751125,B77835751125,"",E,11/18/2015,18,11,2015,US,US-WI,43.68610,-88.54650,11,41,MALLARD,1320,"","","","","","",01,21,61,05,1.42,E,-9973942,Anas platyrhynchos
B77835751761,B77835751761,"",B,08/26/2015,26,08,2015,US,US-WI,43.50000,-88.50000,60,41,Mallard,1320,3,00,1,5,P8988788,0,"","","","",,B,-46371272,Anas platyrhynchos
B77835751761,B77835751761,"",E,09/06/2018,06,09,2018,US,US-WI,43.57444,-88.62722,0,41,Mallard,1320,3,00,1,5,P8988788,"",66,23,14,07,4.25,R,-31988764,Anas platyrhynchos
B77835751928,B77835751928,"",B,08/24/2015,24,08,2015,US,US-WI,43.50000,-88.50000,60,41,Mallard,1320,3,00,1,5,P8988788,0,"","","","",,B,-15103701,Anas platyrhynchos
B77835751928,B77835751928,"",E,10/01/2016,01,10,2016,US,US-WI,43.47777,-88.63483,11,41,mallard,1320,"","","","","","",01,21,07,03,2.33,E,-9913292,Anas platyrhynchos
B77835752167,B77835752167,"",B,08/26/2015,26,08,2015,US,US-WI,43.50000,-88.50000,60,41,Mallard,1320,3,14,2,4,P8988788,0,"","","","",,B,-52132829,Anas platyrhynchos
B77835752167,B77835752167,"",E,11/18/2015,18,11,2015,US,US-WI,43.45138,-88.67098,11,41,MALLARD,1320,"","","","","","",01,21,61,04,0.42,E,-9983385,Anas platyrhynchos
B77835752283,B77835752283,"",B,08/24/2015,24,08,2015,US,US-WI,43.50000,-88.50000,60,41,Mallard,1320,3,00,2,4,P8988788,0,"","","","",,B,-15103702,Anas platyrhynchos
B77835752283,B77835752283,"",E,11/05/2015,05,11,2015,US,US-WI,43.47777,-88.63483,11,41,Mallard,1320,"","","","","","",01,21,07,05,0.42,E,-9975165,Anas platyrhynchos
B77835752882,B77835752882,"",B,08/22/2016,22,08,2016,US,US-WI,43.50000,-88.50000,60,41,Mallard,1320,3,00,2,4,P8988788,0,"","","","",,B,-17649242,Anas platyrhynchos
B77835752882,B77835752882,"",E,10/07/2016,07,10,2016,US,US-WI,43.51465,-88.51668,11,41,MALLARD,1320,"","","","","","",01,21,61,05,0.33,E,-9913313,Anas platyrhynchos
B77835759447,B77835759447,"",B,08/31/2016,31,08,2016,US,US-WI,43.50000,-88.50000,60,41,Mallard,1320,3,00,1,4,P8988788,0,"","","","",,B,-17645234,Anas platyrhynchos
B77835759447,B77835759447,"",E,10/08/2016,08,10,2016,US,US-WI,43.59445,-88.76112,0,41,Mallard,1320,"","","","","","",01,21,07,05,1.33,E,-9926101,Anas platyrhynchos
B77835759805,B77835759805,"",B,08/23/2017,23,08,2017,US,US-WI,43.50000,-88.50000,60,41,Mallard,1320,3,00,1,4,P8988788,0,"","","","",,B,-16275006,Anas platyrhynchos
B77835759805,B77835759805,"",E,09/30/2017,30,09,2017,US,US-WI,44.45884,-87.89121,0,41,Mallard,1320,"","","","","","",01,21,07,05,1.25,E,-9872325,Anas platyrhynchos
B77835829768,B77835829768,"",B,08/24/2017,24,08,2017,CA,CA-NB,45.50000,-66.50000,60,41,Mallard,1320,3,00,1,4,P2832582,0,"","","","",,B,-16147271,Anas platyrhynchos
B77835829768,B77835829768,"",E,10/12/2019,12,10,2019,US,US-WI,45.51520,-91.71962,11,41,Mallard,1320,"","","","","","",01,21,07,05,3.33,E,496734,Anas platyrhynchos
B77835887348,B77835887348,"",B,11/17/2016,17,11,2016,CA,CA-ON,48.50000,-89.50000,60,41,Mallard,1320,3,00,2,5,P5835168,0,"","","","",,B,-17104752,Anas platyrhynchos
B77835887348,B77835887348,"",E,10/05/2017,05,10,2017,US,US-WI,43.42165,-89.17456,11,41,Mallard,1320,"","","","","","",01,21,07,04,1.33,E,-9870137,Anas platyrhynchos
B77835889203,B77835889203,"",B,10/27/2016,27,10,2016,CA,CA-ON,48.50000,-89.50000,60,41,Mallard,1320,3,00,2,4,P5835168,0,"","","","",,B,-17371641,Anas platyrhynchos
B77835889203,B77835889203,"",E,10/23/2017,23,10,2017,US,US-WI,43.72498,-89.25428,11,41,Mallard,1320,"","","","","","",01,21,07,05,1.33,E,-10967304,Anas platyrhynchos
B77835901281,B77835901281,"",B,04/21/2020,21,04,2020,CA,CA-ON,48.50000,-89.50000,60,41,Mallard,1320,3,00,1,5,P5835168,0,"","","","",,B,12963450,Anas platyrhynchos
B77835901281,B77835901281,"",E,11/19/2020,19,11,2020,US,US-WI,43.62722,-88.16232,11,41,MALLARD,1320,"","","","","","",01,21,07,04,1.42,E,607005,Anas platyrhynchos
B77835901760,B77835901760,"",B,06/04/2020,04,06,2020,CA,CA-ON,48.50000,-89.50000,60,41,Mallard,1320,3,00,1,4,P5835168,0,"","","","",,B,12963554,Anas platyrhynchos
B77835901760,B77835901760,"",E,10/20/2023,20,10,2023,US,US-WI,43.72498,-89.25428,11,41,MALLARD,1320,"","","","","","",01,21,07,05,4.33,E,1131599,Anas platyrhynchos
B77835959285,B77835959285,"",B,09/10/2015,10,09,2015,US,US-PA,41.50000,-80.50000,60,41,Mallard,1320,3,18,1,4,P9985898,0,"","","","",,B,-46341461,Anas platyrhynchos
B77835959285,B77835959285,"",E,11/02/2019,02,11,2019,US,US-WI,43.84220,-88.83594,11,41,Mallard,1320,"","","","","","",01,21,07,05,5.42,E,502765,Anas platyrhynchos
B77845103041,B77845103041,"",B,09/18/2017,18,09,2017,US,US-MN,48.50000,-95.50000,60,41,Mallard,1320,3,00,1,5,P9979297,0,"","","","",,B,-16168652,Anas platyrhynchos
B77845103041,B77845103041,"",E,11/16/2018,16,11,2018,US,US-WI,43.51206,-89.68803,11,41,Mallard,1320,"","","","","","",01,21,07,05,2.42,E,-9847780,Anas platyrhynchos
B77845166088,B77845166088,"",B,02/02/2018,02,02,2018,US,US-MN,44.50000,-93.50000,60,41,Mallard,1320,3,14,1,4,P9979297,0,"","","","",,B,-15564291,Anas platyrhynchos
B77845166088,B77845166088,"",E,10/30/2019,30,10,2019,US,US-WI,42.64030,-88.60383,11,41,Mallard,1320,"","","","","","",01,21,07,04,2.33,E,501779,Anas platyrhynchos
B77845168485,B77845168485,"",B,08/30/2016,30,08,2016,US,US-MN,44.50000,-93.50000,60,41,Mallard,1320,3,00,2,4,P9979297,0,"","","","",,B,-17458819,Anas platyrhynchos
B77845168485,B77845168485,"",E,10/15/2016,15,10,2016,US,US-WI,44.98312,-91.74733,11,41,Mallard,1320,"","","","","","",01,21,07,05,0.33,E,-9931004,Anas platyrhynchos
B77845171361,B77845171361,"",B,08/09/2017,09,08,2017,US,US-MI,45.50000,-87.50000,60,41,Mallard,1320,3,00,2,5,P4924474,0,"","","","",,B,-16876206,Anas platyrhynchos
B77845171361,B77845171361,"",E,10/07/2017,07,10,2017,US,US-WI,43.83687,-88.69160,0,41,Mallard,1320,"","","","","","",01,21,07,05,0.33,E,-9863489,Anas platyrhynchos
B77845171817,B77845171817,"",B,08/16/2017,16,08,2017,US,US-MI,45.50000,-87.50000,60,41,Mallard,1320,3,00,1,4,P4924474,0,"","","","",,B,-16874496,Anas platyrhynchos
B77845171817,B77845171817,"",E,10/15/2017,15,10,2017,US,US-WI,44.46351,-88.18115,0,41,Mallard drake,1320,"","","","","","",01,21,07,05,1.33,E,-9867902,Anas platyrhynchos
B77845205600,B77845205600,"",B,08/30/2018,30,08,2018,US,US-MN,48.50000,-96.50000,60,41,Mallard,1320,3,00,1,5,P7976066,0,"","","","",,B,-15038518,Anas platyrhynchos
B77845205600,B77845205600,"",E,11/09/2018,09,11,2018,US,US-WI,43.92943,-88.80178,11,41,Mallard,1320,"","","","","","",01,21,07,04,1.42,E,-10928626,Anas platyrhynchos
B77845232562,B77845232562,"",B,09/07/2017,07,09,2017,US,US-PA,41.50000,-80.50000,60,41,Mallard,1320,3,00,2,4,P9985898,0,"","","","",,B,-16250769,Anas platyrhynchos
B77845232562,B77845232562,"",E,10/20/2018,20,10,2018,US,US-WI,45.86731,-89.07181,11,41,Mallard,1320,"","","","","","",01,21,07,04,1.33,E,-10931737,Anas platyrhynchos
B77845267262,B77845267262,"",B,09/16/2017,16,09,2017,US,US-MN,48.50000,-96.50000,60,41,Mallard,1320,3,00,1,4,P7976066,0,"","","","",,B,-15622427,Anas platyrhynchos
B77845267262,B77845267262,"",E,09/27/2022,27,09,2022,US,US-WI,44.41006,-88.47880,0,41,Mallard,1320,"","","","","","",01,21,07,04,6.25,E,905929,Anas platyrhynchos
B77845267906,B77845267906,"",B,09/16/2017,16,09,2017,US,US-MN,48.50000,-96.50000,60,41,Mallard,1320,3,00,1,4,P7976066,0,"","","","",,B,-15620296,Anas platyrhynchos
B77845267906,B77845267906,"",E,10/22/2020,22,10,2020,US,US-WI,44.54360,-88.08816,11,41,GREENHEAD MALLARD,1320,"","","","","","",01,21,07,04,4.33,E,596373,Anas platyrhynchos
B77845287824,B77845287824,"",B,08/29/2017,29,08,2017,US,US-OH,39.50000,-83.50000,60,41,Mallard,1320,3,00,2,4,P9984184,0,"","","","",,B,-16280922,Anas platyrhynchos
B77845287824,B77845287824,"",E,10/17/2019,17,10,2019,US,US-WI,44.94615,-87.21143,0,41,Mallard,1320,"","","","","","",01,21,07,05,2.33,E,553510,Anas platyrhynchos
B77845288647,B77845288647,"",B,08/07/2017,07,08,2017,US,US-OH,41.50000,-83.50000,60,41,Mallard,1320,3,00,2,4,P9984184,0,"","","","",,B,-16266241,Anas platyrhynchos
B77845288647,B77845288647,"",E,10/06/2020,06,10,2020,US,US-WI,44.01374,-88.51670,0,41,GREENHEAD MALLARD,1320,"","","","","","",01,21,07,05,3.33,E,589704,Anas platyrhynchos
B77845336726,B77845336726,"",B,02/24/2016,24,02,2016,US,US-KY,37.50000,-89.50000,60,41,Mallard,1320,3,00,1,4,P8988676,0,"","","","",,B,-17704882,Anas platyrhynchos
B77845336726,B77845336726,"",E,10/12/2019,12,10,2019,US,US-WI,46.04197,-90.49045,11,41,Mallard,1320,"","","","","","",01,21,07,04,4.33,E,492877,Anas platyrhynchos
B77845340248,B77845340248,"",B,02/25/2016,25,02,2016,US,US-KY,37.50000,-89.50000,60,41,Mallard,1320,3,00,1,4,P8988676,0,"","","","",,B,-17368645,Anas platyrhynchos
B77845340248,B77845340248,"",E,11/12/2016,12,11,2016,US,US-WI,43.72498,-89.25428,11,41,Mallard,1320,"","","","","","",01,21,07,05,1.42,E,-9889939,Anas platyrhynchos
B77845404794,B77845404794,"",B,09/02/2016,02,09,2016,US,US-MI,42.50000,-85.50000,60,41,Mallard,1320,3,00,2,4,P4924474,0,"","","","",,B,-17615582,Anas platyrhynchos
B77845404794,B77845404794,"",E,08/29/2017,29,08,2017,US,US-WI,44.08333,-87.91667,10,41,Mallard,1320,3,00,1,4,P9972302,"",66,23,14,07,1.17,R,-31900525,Anas platyrhynchos
B77845406247,B77845406247,"",B,07/25/2017,25,07,2017,US,US-MI,44.50000,-84.50000,60,41,Mallard,1320,3,00,1,4,P4924474,0,"","","","",,B,-16142240,Anas platyrhynchos
B77845406247,B77845406247,"",E,12/02/2017,02,12,2017,US,US-WI,43.96804,-89.14399,11,41,Mallard,1320,"","","","","","",01,21,07,04,1.50,E,-10962484,Anas platyrhynchos
B77845406726,B77845406726,"",B,08/03/2017,03,08,2017,US,US-MI,44.50000,-84.50000,60,41,Mallard,1320,3,00,2,4,P4924474,0,"","","","",,B,-16123226,Anas platyrhynchos
B77845406726,B77845406726,"",E,09/30/2017,30,09,2017,US,US-WI,45.65965,-91.95665,11,41,Mallard,1320,"","","","","","",01,21,07,04,0.25,E,-9867321,Anas platyrhynchos
B77845418884,B77845418884,"",B,08/24/2017,24,08,2017,US,US-MI,43.50000,-83.50000,60,41,Mallard,1320,3,00,2,4,P4924474,0,"","","","",,B,-16141159,Anas platyrhynchos
B77845418884,B77845418884,"",E,08/06/2019,06,08,2019,US,US-WI,44.08333,-87.91667,10,41,Mallard,1320,3,00,1,4,P9972302,"",66,23,14,07,2.17,R,10328570,Anas platyrhynchos
B77845434807,B77845434807,"",B,08/30/2017,30,08,2017,US,US-MI,42.50000,-84.50000,60,41,Mallard,1320,3,00,2,4,P4924474,0,"","","","",,B,-16335433,Anas platyrhynchos
B77845434807,B77845434807,"",E,10/15/2020,15,10,2020,US,US-WI,46.13278,-89.09501,0,41,GREENHEAD MALLARD,1320,"","","","","","",01,21,07,04,3.33,E,593477,Anas platyrhynchos
B77845461757,B77845461757,"",B,02/27/2017,27,02,2017,US,US-OH,41.50000,-83.50000,60,41,Mallard,1320,3,00,6,4,P9984184,0,"","","","",,B,-16814726,Anas platyrhynchos
B77845461757,B77845461757,"",E,11/09/2018,09,11,2018,US,US-WI,45.01105,-91.85146,0,41,Mallard,1320,"","","","","","",01,21,07,05,3.42,E,-10928362,Anas platyrhynchos
B77845462247,B77845462247,"",B,08/09/2017,09,08,2017,US,US-OH,39.50000,-83.50000,60,41,Mallard,1320,3,00,2,4,P9984184,0,"","","","",,B,-16269704,Anas platyrhynchos
B77845462247,B77845462247,"",E,11/17/2023,17,11,2023,US,US-WI,44.42024,-92.00822,11,41,GREENHEAD MALLARD,1320,"","","","","","",01,21,07,05,6.42,E,1152153,Anas platyrhynchos
B77845471817,B77845471817,"",B,07/26/2016,26,07,2016,US,US-OH,40.50000,-84.50000,60,41,Mallard,1320,3,00,1,4,P9984184,0,"","","","",,B,-17540741,Anas platyrhynchos
B77845471817,B77845471817,"",E,08/31/2016,31,08,2016,US,US-WI,44.08333,-87.91667,10,41,Mallard,1320,3,00,0,4,P9972302,"",66,23,14,07,1.17,R,-31979632,Anas platyrhynchos
B77845478058,B77845478058,"",B,07/29/2016,29,07,2016,US,US-OH,41.50000,-83.50000,60,41,Mallard,1320,3,00,2,5,P9984184,0,"","","","",,B,-17598732,Anas platyrhynchos
B77845478058,B77845478058,"",E,11/24/2017,24,11,2017,US,US-WI,44.23052,-91.86432,0,41,Mallard,1320,"","","","","","",01,21,07,04,1.42,E,-10968136,Anas platyrhynchos
B77845478714,B77845478714,"",B,08/02/2016,02,08,2016,US,US-OH,41.50000,-83.50000,60,41,Mallard,1320,3,00,1,4,P9984184,0,"","","","",,B,-17596997,Anas platyrhynchos
B77845478714,B77845478714,"",E,10/25/2021,25,10,2021,US,US-WI,43.41388,-89.28539,11,41,GREENHEAD MALLARD,1320,"","","","","","",01,21,07,04,6.33,E,731509,Anas platyrhynchos
B77845478887,B77845478887,"",B,08/02/2016,02,08,2016,US,US-OH,41.50000,-83.50000,60,41,Mallard,1320,3,00,2,5,P9984184,0,"","","","",,B,-17597004,Anas platyrhynchos
B77845478887,B77845478887,"",E,11/29/2017,29,11,2017,US,US-WI,44.36976,-88.13335,0,41,Mallard,1320,"","","","","","",01,21,07,05,1.42,E,-10964374,Anas platyrhynchos
B77845654327,B77845654327,"",B,08/17/2015,17,08,2015,CA,CA-SK,51.50000,-105.50000,60,41,Mallard,1320,3,00,2,4,P7727972,0,"","","","",,B,-46498093,Anas platyrhynchos
B77845654327,B77845654327,"",E,11/07/2015,07,11,2015,US,US-WI,44.25970,-88.88498,11,41,MALLARD,1320,"","","","","","",01,21,61,05,0.42,E,-9984478,Anas platyrhynchos
